loc,address,value,geo,levels,type,size
"(-13.634888398666789, -74.59132050836699)","Francia Castro 4889
Rengo, Región del Libertador General Bernardo O'Higgins, 1581590",$4872.48 USD,---,1,vivienda,994.15 mts2
"(-13.439761374483334, -75.75334140218412)","Ruta 5 Norte, km 51",$4090.16 USD,---,7,oficinas,1773.50 mts2
"(-9.480235627685756, -74.87666413718652)","Los Coihues 69 Piso 9
San Ramón, Región Metropolitana",$3674.33 USD,---,4,comercial,1934.28 mts2
"(-11.98855071234162, -76.68027485842914)","Calle Matías Núñez 524 Dpto. 457
Coihaique, Región de Aysén del General Carlos Ibáñez del Campo, 6433270",$2797.98 USD,---,3,oficinas,20.72 mts2
"(-12.016130694312306, -77.84564885385021)","Manuel Rodríguez 7703 Piso 5
Cobquecura, Región de Ñuble",$3711.36 USD,---,9,comercial,118.47 mts2
"(-12.890877372159757, -73.92921864963071)","Esmeralda 7668 Dpto. 369
San Pedro de la Paz, Región del Biobío, 3957770",$4343.95 USD,---,6,vivienda,459.43 mts2
"(-10.638932187420236, -76.24636750530205)","Calle Mateo Carrasco 14 Dpto. 37
Cabildo, Región de Valparaíso, 4830310",$4508.75 USD,---,8,oficinas,1565.12 mts2
"(-10.046635801298084, -75.36241467297951)","Los Copihues 12 Of. 717
San Felipe, Región de Valparaíso, 8647250",$2071.01 USD,---,3,oficinas,1111.10 mts2
"(-12.104433967547642, -74.82606860088256)","Calle Lautaro 700
Peñalolén, Región Metropolitana",$4689.78 USD,---,10,vivienda,24.66 mts2
"(-11.06270772158668, -78.71365806647644)","Ruta 5 Sur, km 658",$2162.28 USD,---,6,vivienda,1293.12 mts2
"(-12.070144468310838, -74.9827403256052)","Calle Roberto Pino 325
Los Andes, Región de Valparaíso, 0916410",$4197.20 USD,---,0,vivienda,1015.13 mts2
"(-8.720890399834184, -73.38644570540892)","Avenida Carlos Aguilar 43
Santa Cruz, Región del Libertador General Bernardo O'Higgins, 5243690",$4485.71 USD,---,7,vivienda,1420.23 mts2
"(-9.538671023370307, -70.77679457522622)","Javier Uribe 758
La Serena, Región de Coquimbo, 4987790",$3909.83 USD,---,1,oficinas,832.41 mts2
"(-12.22007409711737, -73.74176440209365)","Ruta 5 Sur, km 272",$2758.53 USD,---,0,comercial,361.52 mts2
"(-12.008698484185578, -71.68740095372434)","Tamara Sepúlveda 5954
Río Bueno, Región de Los Ríos",$3157.86 USD,---,1,oficinas,252.73 mts2
"(-8.878157830791622, -72.82808327896902)","Sergio Toro 740 Of. 9756
Pumanque, Región del Libertador General Bernardo O'Higgins",$4225.12 USD,---,7,oficinas,1069.26 mts2
"(-10.004533391252009, -72.29121184212188)","María Cid 833 Piso 75
Curepto, Región del Maule, 5847790",$3262.68 USD,---,1,vivienda,1537.18 mts2
"(-12.41675558456652, -80.49038067231665)","Ruta 720-CH, km 9, Región de Tarapacá",$2421.99 USD,---,3,comercial,494.21 mts2
"(-8.736806326474655, -68.69590338908075)","Las Mosquetas 190 Of. 7921
San Pedro de la Paz, Región del Biobío",$3821.14 USD,---,10,vivienda,1230.26 mts2
"(-10.669062063227697, -74.93718048440856)","Avda. Santa María 9373
Talca, Región del Maule, 3435010",$4268.45 USD,---,3,vivienda,1624.49 mts2
"(-9.894364652076849, -70.96332131262709)","Ruta 5 Norte, km 832",$4882.33 USD,---,1,comercial,839.50 mts2
"(-11.176558315790588, -75.98374252114446)","Avenida José Tobar 4647
Cerrillos, Región Metropolitana, 0699660",$2353.17 USD,---,1,comercial,811.91 mts2
"(-11.163453381610505, -73.70108395302918)","Ruta 5 Sur, km 698",$3827.41 USD,---,4,oficinas,1049.88 mts2
"(-10.343097464508341, -76.22566208011364)","Pasaje Gabriela Mistral 2333
Molina, Región del Maule",$3141.95 USD,---,4,oficinas,517.62 mts2
"(-13.173658336793075, -72.52764474249167)","Santa María 6280 Dpto. 638
Estación Central, Región Metropolitana",$4637.07 USD,---,5,oficinas,972.20 mts2
"(-11.727730619966637, -73.2541318802191)","Avenida María Rosales 356
Taltal, Región de Antofagasta",$4883.91 USD,---,6,oficinas,1825.90 mts2
"(-11.319462723958672, -73.72985755181837)","Ruta T-63, km 35, Región de Tarapacá",$2996.77 USD,---,4,comercial,1307.02 mts2
"(-10.496482659443595, -70.18088255799829)","Calle Oscar Díaz 29
Hijuelas, Región de Valparaíso",$2113.31 USD,---,5,vivienda,496.80 mts2
"(-11.079991209699665, -75.28443136233251)","Freire 3369 Dpto. 566
La Estrella, Región del Libertador General Bernardo O'Higgins",$4566.71 USD,---,9,vivienda,62.96 mts2
"(-8.404418139598665, -77.57398591747034)","Ruta 5 Norte, km 757",$4054.14 USD,---,8,vivienda,183.66 mts2
"(-8.977811982851614, -74.62294187058971)","Calle Los Helechos 1393 Dpto. 45
Freire, Región de La Araucanía, 0650900",$4546.48 USD,---,8,vivienda,916.53 mts2
"(-10.471527220180459, -79.11005662962891)","Ramón Carnicer 693
Constitución, Región del Maule",$3554.09 USD,---,10,comercial,440.15 mts2
"(-11.431418309500174, -78.93069994409038)","Esmeralda 604
Estación Central, Región Metropolitana",$3397.57 USD,---,0,vivienda,953.65 mts2
"(-9.821124932739213, -75.40261532921488)","Héctor Vega 49 Dpto. 32
Natales, Región de Magallanes y de la Antártica Chilena",$3261.07 USD,---,2,oficinas,770.39 mts2
"(-9.492415389503497, -73.5138587145258)","Los Naranjos 642 Dpto. 790
Angol, Región de La Araucanía, 9953570",$3588.37 USD,---,6,oficinas,461.57 mts2
"(-11.6314799447997, -78.70622257476568)","Ruta 5 Sur, km 271",$3977.93 USD,---,0,oficinas,744.49 mts2
"(-8.927810480030717, -77.89502161118595)","María Núñez 1287
Andacollo, Región de Coquimbo",$4266.87 USD,---,2,comercial,1353.08 mts2
"(-11.084496708025155, -73.87132632923664)","Las Mandarinas 5547
Yerbas Buenas, Región del Maule",$2387.24 USD,---,6,vivienda,1192.87 mts2
"(-11.596583370129572, -73.9569959228941)","Abel Canales 2
Tomé, Región del Biobío",$4490.17 USD,---,6,comercial,953.44 mts2
"(-11.440988815108732, -76.26962943748396)","Pasaje Gabriela Mistral 3444 Piso 83
Pemuco, Región de Ñuble",$4671.11 USD,---,1,oficinas,1989.05 mts2
"(-11.351085293265768, -71.77651908084178)","Ruta 5 Sur, km 571",$2166.28 USD,---,8,comercial,958.49 mts2
"(-9.104478312211358, -78.06868120661869)","Ruta 699-CH, km 11, Región de Coquimbo",$3703.84 USD,---,4,comercial,1763.58 mts2
"(-10.222171139216101, -78.02393730517957)","Joel Ortega 4755 Piso 93
Curepto, Región del Maule",$2075.55 USD,---,1,oficinas,1374.78 mts2
"(-11.542156017635213, -76.14564261635374)","Las Mosquetas 391
Paredones, Región del Libertador General Bernardo O'Higgins, 9831610",$2756.71 USD,---,2,comercial,629.24 mts2
"(-11.498487761109406, -77.56850166830613)","Maximiliano Barría 70
Cunco, Región de La Araucanía, 7523380",$2324.67 USD,---,6,comercial,527.59 mts2
"(-9.955929257044323, -72.59383514719931)","Ruta T-52, km 21, Región de La Araucanía",$3366.26 USD,---,9,comercial,1112.20 mts2
"(-10.45524413718305, -77.69552108560755)","Calle Caupolicán 28 Piso 8
Quillota, Región de Valparaíso",$3262.39 USD,---,3,comercial,745.47 mts2
"(-11.807467386298677, -76.82045652058663)","Ruta 440-CH, km 19, Región de Arica y Parinacota",$2393.12 USD,---,9,comercial,242.01 mts2
"(-12.556241104937543, -79.439684680422)","Ruta 5 Sur, km 587",$3918.80 USD,---,9,comercial,1147.58 mts2
"(-10.668598645328712, -74.17837754504251)","Ricardo Escobar 5800
Rengo, Región del Libertador General Bernardo O'Higgins",$4554.13 USD,---,1,vivienda,475.98 mts2
"(-11.104292266193806, -73.61338350822835)","Calle O'Higgins 3198 Of. 904
Villarrica, Región de La Araucanía",$4251.35 USD,---,5,oficinas,1892.60 mts2
"(-13.415830325586807, -78.97722805325671)","Camino Las Mandarinas 92 Piso 9
Pelluhue, Región del Maule",$2439.17 USD,---,3,comercial,436.72 mts2
"(-11.143704883780254, -75.0446695352671)","Ruta U-377, km 25, Región del Libertador General Bernardo O'Higgins",$3429.10 USD,---,8,vivienda,305.37 mts2
"(-11.550883996937188, -75.32158754626194)","Pasaje Los Naranjos 3
Machalí, Región del Libertador General Bernardo O'Higgins",$2140.93 USD,---,10,vivienda,807.91 mts2
"(-10.18854085105923, -70.6116089907623)","Ruta 5 Sur, km 618",$4030.47 USD,---,3,vivienda,1193.19 mts2
"(-9.170044290963666, -81.3890371939681)","Ruta 5 Sur, km 613",$3255.76 USD,---,9,comercial,584.25 mts2
"(-11.368118183037048, -79.88645431203574)","Ruta 740-CH, km 15, Región del Maule",$3110.94 USD,---,1,vivienda,1656.16 mts2
"(-12.280169134216667, -75.11587637039285)","Ruta 5 Sur, km 490",$2250.68 USD,---,3,vivienda,1910.01 mts2
"(-12.384498626769364, -70.75956278891336)","Calle Las Mandarinas 53 Piso 0
La Florida, Región Metropolitana, 1270240",$3745.87 USD,---,8,comercial,1028.92 mts2
"(-8.547774211932364, -75.05295602083403)","Loreto Aguilera 1336 Piso 93
Pichidegua, Región del Libertador General Bernardo O'Higgins",$4379.46 USD,---,5,comercial,1775.87 mts2
"(-9.556863278539689, -75.01357321909029)","Manuel Rodríguez 585
Los Sauces, Región de La Araucanía, 7172560",$3658.11 USD,---,4,comercial,1382.49 mts2
"(-12.075573469346397, -76.38504827299134)","Avda. Gabriela Mistral 133 Dpto. 910
Florida, Región del Biobío, 9600570",$3784.81 USD,---,9,comercial,87.68 mts2
"(-12.23140118210701, -74.5606254470911)","Ruta 5 Sur, km 412",$4573.46 USD,---,3,oficinas,1010.86 mts2
"(-8.474858283024783, -77.84402157058443)","Avda. Caupolicán 67 Piso 9
Quilicura, Región Metropolitana",$2020.53 USD,---,7,vivienda,1492.43 mts2
"(-10.017889928351613, -74.67538258001554)","Calle Bryan Rojas 8941
Padre Las Casas, Región de La Araucanía, 7009710",$2717.19 USD,---,4,vivienda,631.68 mts2
"(-9.465897974160589, -78.62896796455193)","Aníbal Pinto 9 Of. 5914
Lota, Región del Biobío",$2350.08 USD,---,3,oficinas,1274.09 mts2
"(-12.217125301569785, -75.69636666885214)","Av. Los Girasoles 336
Tiltil, Región Metropolitana",$2792.19 USD,---,0,vivienda,140.36 mts2
"(-11.963103230408269, -75.07038621111339)","Manuel Cabezas 18
Huechuraba, Región Metropolitana",$4575.15 USD,---,5,vivienda,200.65 mts2
"(-8.948870829360827, -76.91283761941901)","Los Alerces 6290 Of. 812
Hualqui, Región del Biobío, 8947970",$4070.58 USD,---,5,oficinas,1230.33 mts2
"(-9.940426180712869, -73.43040977391074)","Sebastián Torres 8691
Yerbas Buenas, Región del Maule",$2069.03 USD,---,6,oficinas,725.66 mts2
"(-9.118549647652697, -74.04654300806213)","Calle Micaela Cornejo 2867 Of. 426
Chanco, Región del Maule, 9050010",$2026.14 USD,---,10,vivienda,1835.03 mts2
"(-12.81493002812277, -74.1745265133024)","Avenida María Vásquez 4395 Piso 61
Colchane, Región de Tarapacá",$3499.95 USD,---,9,oficinas,1545.93 mts2
"(-11.07747698907007, -72.44258742681092)","Daniela Mancilla 908 Piso 9
Puqueldón, Región de Los Lagos, 7024200",$2710.40 USD,---,5,vivienda,650.73 mts2
"(-10.447911286850253, -77.49344419348675)","Calle Lucía Martínez 368
Los Sauces, Región de La Araucanía",$2401.95 USD,---,0,oficinas,1957.55 mts2
"(-9.266661811186141, -76.13646077082375)","Ruta T-45, km 35, Región de Valparaíso",$4252.87 USD,---,5,oficinas,1512.99 mts2
"(-7.744475149965879, -75.44162203687581)","Avda. Las Rosas 925
Illapel, Región de Coquimbo, 2706320",$4462.93 USD,---,6,vivienda,921.11 mts2
"(-10.866171830202132, -72.3850544003036)","Los Robles 678
Chimbarongo, Región del Libertador General Bernardo O'Higgins, 1161880",$2511.04 USD,---,0,oficinas,488.11 mts2
"(-12.99498031437376, -76.83881230121455)","Calle Los Pinos 477 Of. 1926
Quilaco, Región del Biobío",$2969.38 USD,---,3,comercial,1742.63 mts2
"(-8.681610884375695, -74.30994757532996)","Avenida Adriana Cortez 117 Of. 766
Freirina, Región de Atacama",$4991.66 USD,---,2,comercial,1263.23 mts2
"(-9.52642064759505, -73.50853543346922)","Los Aromos 316 Dpto. 4464
Estación Central, Región Metropolitana, 6470450",$3112.80 USD,---,8,oficinas,1447.87 mts2
"(-10.980405066913834, -79.1084467765733)","Los Naranjos 28 Dpto. 49
Maule, Región del Maule",$4654.49 USD,---,0,vivienda,742.58 mts2
"(-8.696117248613705, -73.72196472733808)","Las Rosas 5351 Dpto. 852
Curacaví, Región Metropolitana, 2559020",$2193.85 USD,---,10,oficinas,655.60 mts2
"(-10.294787671142165, -77.95970648158247)","Ruta U-193, km 3, Región de Aysén del General Carlos Ibáñez del Campo",$4468.13 USD,---,1,oficinas,970.15 mts2
"(-11.12305703107545, -72.12465880531572)","Ruta U-330, km 24, Región de Coquimbo",$2216.27 USD,---,5,oficinas,1606.42 mts2
"(-10.738149160525522, -75.52024783592083)","Los Robles 3367 Dpto. 972
Torres del Paine, Región de Magallanes y de la Antártica Chilena, 0418990",$2432.44 USD,---,1,vivienda,964.48 mts2
"(-10.057987145769387, -76.34423035990578)","Juan Cortés 1672 Of. 207
Mariquina, Región de Los Ríos",$2320.62 USD,---,0,comercial,1888.64 mts2
"(-9.47369944588678, -76.41907864919112)","Verónica Moreno 969
Empedrado, Región del Maule, 9709190",$4319.32 USD,---,9,vivienda,261.56 mts2
"(-9.647469567516547, -73.71875269872758)","Ruta 5 Norte, km 692",$3215.98 USD,---,8,vivienda,605.76 mts2
"(-8.701559923296006, -77.55057871472852)","Calle Las Mosquetas 34
Buin, Región Metropolitana, 1055410",$2300.60 USD,---,3,oficinas,1282.07 mts2
"(-10.132036494414049, -72.6731339155478)","Av. José Rojas 52
Maullín, Región de Los Lagos",$2507.68 USD,---,1,oficinas,761.75 mts2
"(-10.58093540528069, -77.77542122802984)","Avda. Lautaro 41 Piso 42
Zapallar, Región de Valparaíso, 1355690",$4192.57 USD,---,9,comercial,752.30 mts2
"(-11.684920026878398, -77.78768161955068)","Manuel Bulnes 66
San Ramón, Región Metropolitana, 4411970",$4798.68 USD,---,0,comercial,1815.08 mts2
"(-10.15007045915196, -73.75588553738444)","Calle Leandro Núñez 9 Of. 8035
Villarrica, Región de La Araucanía, 5358540",$2105.60 USD,---,3,vivienda,1344.59 mts2
"(-10.499504775117972, -74.46237551313432)","Ruta 5 Norte, km 13",$3193.09 USD,---,0,oficinas,424.27 mts2
"(-9.571995527847424, -72.91262222011652)","Cristopher Vargas 13 Of. 7098
La Granja, Región Metropolitana, 3038680",$2486.88 USD,---,8,vivienda,20.02 mts2
"(-11.575699640947908, -72.56442197089032)","Calle Anahí González 56 Of. 977
General Lagos, Región de Arica y Parinacota",$4734.73 USD,---,0,oficinas,492.88 mts2
"(-11.929391579144419, -79.22047766160341)","Calle Las Maravillas 329
Chañaral, Región de Atacama, 6486390",$2297.71 USD,---,6,oficinas,587.33 mts2
"(-11.565678551465782, -74.30127193824241)","Calle Gabriela Mistral 455 Piso 4
La Cisterna, Región Metropolitana",$4977.22 USD,---,3,oficinas,1843.96 mts2
"(-11.40486433285264, -75.17897121255976)","Calle Los Coihues 7219 Of. 1869
Pumanque, Región del Libertador General Bernardo O'Higgins, 5769520",$4763.00 USD,---,10,comercial,1148.08 mts2
"(-13.754071872875185, -75.57440889594162)","Ruta 5 Sur, km 569",$2807.44 USD,---,5,oficinas,567.01 mts2
"(-8.49828899570823, -76.32283731503584)","Calle Los Alerces 6810
Puente Alto, Región Metropolitana, 3230070",$2316.12 USD,---,3,comercial,1036.21 mts2
"(-8.592381863989196, -78.41909010691539)","Avenida Pedro Aguirre Cerda 8156 Of. 151
Camiña, Región de Tarapacá",$2519.65 USD,---,8,comercial,1590.25 mts2
"(-12.201867889678718, -73.76923784492936)","Ruta T-55, km 24, Región del Biobío",$2464.31 USD,---,0,vivienda,1260.28 mts2
"(-9.708517361347024, -75.04068812834325)","Rosa Agüero 5 Dpto. 6853
Pozo Almonte, Región de Tarapacá",$2418.99 USD,---,1,vivienda,1198.54 mts2
"(-12.768967913735754, -75.9736440812504)","Ruta 5 Sur, km 110",$2401.72 USD,---,8,comercial,1844.31 mts2
"(-8.334155350784949, -75.13525355746003)","Avenida Benjamín Vicuña Mackenna 53 Dpto. 848
Timaukel, Región de Magallanes y de la Antártica Chilena",$2668.08 USD,---,6,vivienda,1109.74 mts2
"(-9.656446432897846, -76.83923419022487)","Avda. Bernardino Bascuñán 421
Pelarco, Región del Maule, 9763400",$2629.48 USD,---,7,vivienda,529.41 mts2
"(-12.327435777660062, -75.14059882761542)","Calle José Miguel Carrera 7930 Of. 861
Copiapó, Región de Atacama, 3072610",$4468.81 USD,---,3,comercial,619.63 mts2
"(-10.264240458362822, -77.13633609376433)","Karen Yáñez 443 Piso 5
Placilla, Región del Libertador General Bernardo O'Higgins",$3944.32 USD,---,3,comercial,1256.50 mts2
"(-10.400066338327619, -71.43471790755126)","Julia Flores 61 Dpto. 1197
Traiguén, Región de La Araucanía, 8497730",$4291.05 USD,---,10,vivienda,1304.44 mts2
"(-8.981294881943308, -72.12370777078013)","Calle Portales 2457 Of. 1412
Castro, Región de Los Lagos",$4869.83 USD,---,5,oficinas,1468.60 mts2
"(-12.022768949255555, -73.22772680682036)","Calle Los Alerces 6966
Laja, Región del Biobío",$4898.45 USD,---,4,oficinas,457.03 mts2
"(-11.27660489502984, -74.2095085194823)","Los Coihues 3985
Papudo, Región de Valparaíso, 2559690",$2704.53 USD,---,7,comercial,1681.54 mts2
"(-13.56789146258653, -79.20757129514637)","Ruta U-416, km 27, Región de Los Ríos",$4957.08 USD,---,10,comercial,755.04 mts2
"(-10.39902325099183, -76.04777724295435)","Ruta 5 Sur, km 597",$2037.77 USD,---,5,oficinas,552.70 mts2
"(-9.178524161610902, -71.98235540788016)","Genoveva Carreño 1653
Concepción, Región del Biobío, 8139450",$3858.96 USD,---,7,vivienda,1987.00 mts2
"(-13.73611173589061, -75.11659671461707)","Renata Burgos 91 Piso 2
Copiapó, Región de Atacama, 7932400",$3477.71 USD,---,6,oficinas,865.69 mts2
"(-11.288809769258986, -72.62595293383465)","Alberto Hurtado 50
Nogales, Región de Valparaíso, 6749670",$3717.88 USD,---,8,comercial,955.81 mts2
"(-10.82436160460508, -73.53323349532653)","Los Piñones 703
Lago Verde, Región de Aysén del General Carlos Ibáñez del Campo, 6701480",$4944.19 USD,---,4,comercial,1562.76 mts2
"(-10.648509771164873, -73.44409125849428)","Calle Victoria Cáceres 470 Of. 5247
Retiro, Región del Maule",$4418.27 USD,---,2,oficinas,944.37 mts2
"(-14.596978437728792, -73.68714556551383)","Calle Los Carrera 813
Pozo Almonte, Región de Tarapacá, 8492940",$4272.27 USD,---,9,oficinas,839.77 mts2
"(-11.42728012095178, -77.28282093803641)","Los Pinos 68 Of. 255
Coltauco, Región del Libertador General Bernardo O'Higgins",$4379.65 USD,---,10,vivienda,1136.87 mts2
"(-11.913881366009575, -76.8467283145694)","Calle Las Manzanillas 904
Freire, Región de La Araucanía, 8081620",$2022.37 USD,---,3,oficinas,52.59 mts2
"(-11.895522299493653, -72.31119350762407)","William Espinoza 7215
Las Condes, Región Metropolitana, 7549750",$3581.08 USD,---,7,vivienda,1717.72 mts2
"(-10.351633667623346, -75.20527714525565)","María Inostroza 23
Requínoa, Región del Libertador General Bernardo O'Higgins",$3818.30 USD,---,0,comercial,1534.25 mts2
"(-10.095762686122393, -76.06541993942069)","Los Robles 818
Paine, Región Metropolitana, 0649690",$2991.75 USD,---,6,vivienda,622.19 mts2
"(-9.606168684193891, -75.00540876266564)","Ruta 825-CH, km 10, Región de Los Ríos",$4710.32 USD,---,8,vivienda,1500.81 mts2
"(-8.250771058893484, -73.32698820260308)","Avda. Los Alerces 205 Of. 172
Portezuelo, Región de Ñuble",$3342.47 USD,---,8,comercial,1993.89 mts2
"(-11.177801822020477, -75.00918552172381)","Calle Manuel Catalán 3238 Dpto. 313
Teodoro Schmidt, Región de La Araucanía",$4388.82 USD,---,9,comercial,1952.40 mts2
"(-7.930891436110661, -71.18958297490937)","Calle Santa María 447
Cisnes, Región de Aysén del General Carlos Ibáñez del Campo, 5364510",$2499.30 USD,---,1,oficinas,1110.44 mts2
"(-11.284241616784133, -76.55204977069154)","Aníbal Pinto 275 Dpto. 865
Mostazal, Región del Libertador General Bernardo O'Higgins",$2613.74 USD,---,1,oficinas,1395.33 mts2
"(-8.700570902504104, -77.65172698561528)","Calle Domingo Santa María 92
La Granja, Región Metropolitana, 1716700",$3336.45 USD,---,10,comercial,1874.31 mts2
"(-10.963431009840031, -74.34775766699433)","Ruta 5 Norte, km 141",$3072.43 USD,---,4,comercial,59.07 mts2
"(-10.762380979002605, -75.28538258450187)","Calle Iván Durán 5361
Viña del Mar, Región de Valparaíso",$3897.24 USD,---,5,comercial,1236.28 mts2
"(-14.60921280931631, -77.51143175708326)","Ruta 5 Sur, km 596",$3739.12 USD,---,6,comercial,365.57 mts2
"(-10.517157896803978, -76.19435884369672)","Alfonso Martínez 46 Dpto. 3291
Parral, Región del Maule",$4446.29 USD,---,6,oficinas,694.39 mts2
"(-10.495281621549415, -75.3345162103223)","Calle Marcela Mena 57 Of. 711
Pencahue, Región del Maule",$3523.80 USD,---,9,comercial,44.75 mts2
"(-9.564537597768158, -77.07528771642208)","Calle Graciela Zúñiga 77
Pelarco, Región del Maule",$4712.84 USD,---,7,vivienda,1477.10 mts2
"(-10.034032599341895, -76.20767163913898)","Calle María Peña 80 Of. 715
El Quisco, Región de Valparaíso, 4341070",$3486.22 USD,---,2,vivienda,1349.14 mts2
"(-11.751703139894964, -77.42380046140278)","Ruta T-66, km 25, Región de Atacama",$3736.19 USD,---,2,oficinas,1797.26 mts2
"(-7.757732561094704, -76.22353757467152)","Av. Barros Arana 58 Piso 59
Marchihue, Región del Libertador General Bernardo O'Higgins",$2361.70 USD,---,4,vivienda,1283.53 mts2
"(-9.393931211417843, -76.48708235143935)","Los Lirios 2892
Temuco, Región de La Araucanía",$3289.76 USD,---,0,oficinas,567.64 mts2
"(-12.82374366232502, -73.75969705635738)","Ramón Barros Luco 10
La Reina, Región Metropolitana, 4044720",$3862.26 USD,---,0,oficinas,244.40 mts2
"(-8.000730422650197, -78.60545202475583)","Los Alerces 286 Piso 6
Villarrica, Región de La Araucanía, 2964610",$4090.67 USD,---,0,comercial,1954.79 mts2
"(-8.563401898965008, -73.71580266990004)","Cristian Alarcón 10 Of. 3427
Graneros, Región del Libertador General Bernardo O'Higgins",$4009.32 USD,---,1,comercial,454.73 mts2
"(-15.51303553876023, -75.6785800246464)","Los Naranjos 65 Piso 6
Tierra Amarilla, Región de Atacama, 8586690",$2973.48 USD,---,3,comercial,1057.43 mts2
"(-12.48150938446124, -69.56048770726392)","Pablo Espinoza 6518
Catemu, Región de Valparaíso",$4894.50 USD,---,7,vivienda,1397.91 mts2
"(-12.12172759674104, -73.83631067795227)","Calle Matta 89
Calera de Tango, Región Metropolitana",$2289.02 USD,---,1,vivienda,1191.36 mts2
"(-9.052292910775122, -71.1720370104628)","Manuel Montt 301
Pelarco, Región del Maule, 6753880",$3291.60 USD,---,1,vivienda,835.88 mts2
"(-10.803152504104395, -73.51661633111522)","Calle Juan Cárcamo 57 Piso 90
Concón, Región de Valparaíso, 5130320",$4014.60 USD,---,6,vivienda,687.64 mts2
"(-12.463135357624802, -73.9356982511589)","Las Margaritas 77 Piso 5
Mariquina, Región de Los Ríos",$3040.45 USD,---,3,vivienda,491.27 mts2
"(-10.812901724491528, -79.12706948041348)","Ruta 5 Sur, km 651",$3143.96 USD,---,2,comercial,465.05 mts2
"(-11.562046308001813, -74.39777611533856)","Roberto Núñez 75 Of. 2142
Antuco, Región del Biobío, 5008980",$4868.92 USD,---,0,oficinas,264.27 mts2
"(-8.54718267193745, -71.60964647721786)","Arturo Prat 5316 Of. 3964
Peñalolén, Región Metropolitana",$2389.06 USD,---,7,vivienda,1956.30 mts2
"(-12.849322060474526, -73.18582232312338)","Ruta 5 Sur, km 961",$3544.84 USD,---,6,oficinas,1395.11 mts2
"(-10.733321559953204, -73.51340347227304)","Calle José Manuel Balmaceda 73
Chanco, Región del Maule",$2556.30 USD,---,6,vivienda,1795.99 mts2
"(-11.328047785215448, -74.6584739320825)","Los Copihues 6209 Piso 59
Tucapel, Región del Biobío",$4581.68 USD,---,9,comercial,1185.99 mts2
"(-10.0869358598869, -77.59056638807341)","Los Tilos 267
Mariquina, Región de Los Ríos, 3919920",$3628.46 USD,---,5,oficinas,572.72 mts2
"(-10.47727131556098, -79.24383795869586)","Avda. Sandra Peña 522 Dpto. 138
Vichuquén, Región del Maule, 2394720",$4118.34 USD,---,8,vivienda,569.84 mts2
"(-9.776923073483783, -75.62913083145459)","Ruta U-680, km 20, Región de Tarapacá",$4032.13 USD,---,7,oficinas,1260.86 mts2
"(-9.637067833873095, -76.66578511649479)","Ruta 5 Sur, km 153",$3506.93 USD,---,9,oficinas,223.75 mts2
"(-9.0685328294232, -76.57795637719927)","Av. Las Mosquetas 54 Piso 8
Chaitén, Región de Los Lagos, 9035450",$2578.11 USD,---,6,vivienda,1173.26 mts2
"(-10.893741818700438, -74.61134247039885)","Fernanda Robles 528 Piso 1
Marchihue, Región del Libertador General Bernardo O'Higgins",$4027.32 USD,---,1,vivienda,349.82 mts2
"(-11.867390156160994, -73.26842846610876)","Avda. Ignacio Tapia 12 Piso 0
Pucón, Región de La Araucanía, 9787070",$2126.12 USD,---,9,oficinas,1665.80 mts2
"(-11.496007035938103, -77.21297746068045)","Johan Pastén 7633
Mejillones, Región de Antofagasta, 0235600",$4840.26 USD,---,2,comercial,566.85 mts2
"(-11.918212405061116, -74.75837316741288)","Calle Juan Mackenna 84 Piso 3
Mostazal, Región del Libertador General Bernardo O'Higgins, 7701090",$2148.68 USD,---,8,oficinas,692.12 mts2
"(-10.785232651332427, -75.45300298517373)","Ruta 5 Norte, km 116",$3577.96 USD,---,0,vivienda,999.33 mts2
"(-8.90012345075738, -75.50373870033168)","Calle Los Palmitos 9893
Padre Hurtado, Región Metropolitana",$4518.56 USD,---,6,oficinas,498.58 mts2
"(-9.494235988728871, -74.9347374945625)","Los Naranjos 440
Zapallar, Región de Valparaíso",$2265.63 USD,---,0,oficinas,724.89 mts2
"(-11.437247064776113, -76.87961964149274)","Ruta 5 Sur, km 417",$3638.25 USD,---,8,vivienda,1188.31 mts2
"(-12.098026141324919, -73.16753630121903)","Balmaceda 2915
Yumbel, Región del Biobío",$3938.67 USD,---,7,vivienda,1346.55 mts2
"(-10.940418159752653, -74.34650301810474)","Ruta T-41, km 20, Región de La Araucanía",$3108.75 USD,---,2,comercial,1564.81 mts2
"(-9.55378638621994, -72.90534591628081)","Bárbara Cortés 2929 Of. 149
Punitaqui, Región de Coquimbo",$4413.47 USD,---,7,oficinas,103.15 mts2
"(-12.535298238585858, -71.32700966785858)","Calle Ian Medina 750 Piso 5
Curepto, Región del Maule",$4304.68 USD,---,5,vivienda,178.78 mts2
"(-12.820052513513366, -73.88314045220349)","Augusto Sandoval 3 Piso 23
San Joaquín, Región Metropolitana, 1755040",$2665.50 USD,---,10,oficinas,709.80 mts2
"(-10.528787232874258, -73.61628142742587)","Avda. Marta Ponce 7561 Piso 7
San Vicente, Región del Libertador General Bernardo O'Higgins",$4058.17 USD,---,6,vivienda,439.48 mts2
"(-11.955898056251275, -75.22192559011964)","Avda. Adelaida Aranda 80 Of. 790
Isla de Maipo, Región Metropolitana",$4429.80 USD,---,4,oficinas,935.87 mts2
