loc,address,value,geo,levels,type,size
"(-10.948259295205057, -76.49718252905376)","Maite Salazar 9006
Toltén, Región de La Araucanía, 3577360",$3945.65 USD,---,4,comercial,1992.01 mts2
"(-9.598956996635687, -71.57225009140082)","Ruta 299-CH, km 33, Región del Libertador General Bernardo O'Higgins",$2656.40 USD,---,0,comercial,438.59 mts2
"(-8.55020497790116, -74.50229011247389)","Sandra Pavez 1307
Cochrane, Región de Aysén del General Carlos Ibáñez del Campo, 1345240",$3535.58 USD,---,0,oficinas,644.71 mts2
"(-10.836712497221843, -73.77514685124652)","Pasaje Lord Cochrane 5549
Guaitecas, Región de Aysén del General Carlos Ibáñez del Campo, 6272190",$3003.36 USD,---,5,oficinas,660.35 mts2
"(-9.999353037018205, -72.7738888772819)","Ruta U-982, km 20, Región de Valparaíso",$4236.23 USD,---,9,vivienda,1563.75 mts2
"(-11.341117668321518, -74.70783622779885)","Viviana Marín 995 Piso 1
Maipú, Región Metropolitana, 1239330",$4900.03 USD,---,7,comercial,1175.94 mts2
"(-8.545037826200128, -72.54297962413553)","Las Manzanillas 51 Piso 90
La Serena, Región de Coquimbo, 3914460",$4552.04 USD,---,6,vivienda,1735.15 mts2
"(-12.685918968443966, -76.45629663177269)","Calle Los Aromos 3175
Chonchi, Región de Los Lagos",$3256.52 USD,---,2,vivienda,576.38 mts2
"(-10.398704376498943, -71.96671909606796)","Las Maravillas 19
El Bosque, Región Metropolitana",$4960.67 USD,---,7,vivienda,294.60 mts2
"(-9.233807211378885, -76.84978678179901)","Juan Mackenna 52 Of. 5367
San Javier, Región del Maule",$3468.57 USD,---,4,comercial,969.51 mts2
"(-10.195431882285373, -74.51806978072868)","Calle Paulina Torres 4162 Piso 7
Empedrado, Región del Maule",$3242.64 USD,---,5,oficinas,1343.41 mts2
"(-8.465199071155524, -72.33581736150235)","Alonso de Ercilla 7872 Piso 8
Yungay, Región de Ñuble",$3244.65 USD,---,10,comercial,189.20 mts2
"(-13.13008392298445, -77.01292987345875)","Calle Esmeralda 4894
Juan Fernández, Región de Valparaíso",$4366.61 USD,---,2,vivienda,753.22 mts2
"(-10.88470921271803, -78.7272641231385)","Calle Ramón Mamani 6025 Piso 40
Quillota, Región de Valparaíso, 4352730",$3951.89 USD,---,3,comercial,1117.82 mts2
"(-6.748193672981854, -73.99028624554508)","Pedro de Valdivia 12 Piso 18
Camarones, Región de Arica y Parinacota, 9651130",$3429.70 USD,---,8,oficinas,1038.99 mts2
"(-10.713951785550295, -77.46153891313999)","Calle Patricia Zapata 97 Of. 865
Teno, Región del Maule",$2692.42 USD,---,3,comercial,1507.36 mts2
"(-10.687301422001928, -75.19825864010512)","Matías Cornejo 897 Piso 64
Lonquimay, Región de La Araucanía",$4813.05 USD,---,1,comercial,1412.84 mts2
"(-11.211958156095275, -78.74471141238386)","Ruta T-18, km 18, Región de Tarapacá",$3606.09 USD,---,2,comercial,820.71 mts2
"(-9.044994340161438, -74.63305834833437)","Ruta U-745, km 17, Región de Los Lagos",$4508.05 USD,---,0,vivienda,898.83 mts2
"(-12.672448518092946, -77.70591128022092)","Pasaje Manuel Antonio Matta 91 Of. 476
Santa Juana, Región del Biobío, 4965910",$2159.20 USD,---,0,oficinas,1798.32 mts2
"(-10.035683691468888, -77.9269379488393)","Caupolicán 723
Talagante, Región Metropolitana, 9594960",$4781.57 USD,---,4,comercial,1042.58 mts2
"(-10.312614026102521, -73.98631735132473)","Calle O'Higgins 5233
Macul, Región Metropolitana",$2599.48 USD,---,1,vivienda,300.98 mts2
"(-9.355412766442706, -72.88367719138934)","Calle Mónica Yáñez 3
Chillán Viejo, Región de Ñuble, 2341350",$3390.43 USD,---,7,vivienda,287.94 mts2
"(-13.522705693620303, -72.71887795505627)","Arturo Prat 6617
Providencia, Región Metropolitana",$2350.21 USD,---,1,vivienda,341.74 mts2
"(-10.036755557119452, -73.19788858324519)","Av. Víctor Avendaño 898 Piso 4
Colbún, Región del Maule",$2294.41 USD,---,9,comercial,1631.68 mts2
"(-12.876312931454972, -72.92759694645838)","Gaspar Contreras 2
Panquehue, Región de Valparaíso, 3404700",$2206.76 USD,---,5,oficinas,418.49 mts2
"(-10.529132460066762, -76.69063495822387)","Camino Arturo Prat 236 Dpto. 14
Santa María, Región de Valparaíso",$2731.51 USD,---,8,vivienda,1189.49 mts2
"(-9.224727603855438, -73.51792403420899)","Avda. María Guerrero 199
Quilleco, Región del Biobío",$4061.74 USD,---,8,comercial,1745.06 mts2
"(-12.834530095602561, -73.72600872137075)","Esmeralda 1961
Los Vilos, Región de Coquimbo, 1647970",$4750.91 USD,---,1,vivienda,1132.89 mts2
"(-9.679196422040162, -70.90982017796856)","Ruta 5 Sur, km 510",$3668.76 USD,---,7,oficinas,1102.81 mts2
"(-10.863932080493854, -77.24121364820893)","Antonio Varas 831 Of. 157
Río Claro, Región del Maule",$2471.57 USD,---,10,comercial,44.34 mts2
"(-12.881975891561463, -77.15625507231614)","Calle Esmeralda 9697 Of. 538
San Joaquín, Región Metropolitana, 9256520",$4692.53 USD,---,9,vivienda,1839.74 mts2
"(-11.947570962378434, -74.19854432211878)","Los Alerces 1305 Piso 0
Maule, Región del Maule, 6342690",$2253.04 USD,---,10,oficinas,542.73 mts2
"(-11.7423065187575, -71.90520597763889)","Calle Arturo Prat 6005 Of. 3683
San Pedro de la Paz, Región del Biobío, 4750450",$3485.23 USD,---,1,comercial,1404.19 mts2
"(-11.812052088831674, -71.79549574990551)","Ruta T-57, km 21, Región de Los Ríos",$3288.51 USD,---,3,vivienda,1955.19 mts2
"(-10.364987290564116, -80.3394595633665)","Ruta T-70, km 10, Región del Maule",$3341.61 USD,---,7,vivienda,1845.88 mts2
"(-13.968064985370239, -76.02412798648302)","Ruta 5 Sur, km 189",$4696.79 USD,---,6,vivienda,18.27 mts2
"(-12.279829584916637, -76.03275270705149)","Avenida Santa María 31 Dpto. 204
La Serena, Región de Coquimbo, 9216680",$4633.50 USD,---,1,comercial,1925.56 mts2
"(-9.270509360041046, -73.92804343720589)","Valentina Abarca 2096
San Pedro de Atacama, Región de Antofagasta",$2176.10 USD,---,10,vivienda,266.56 mts2
"(-9.97540629554373, -74.96683544233979)","Calle Las Hortensias 9759
Cabildo, Región de Valparaíso",$2452.01 USD,---,2,comercial,1872.80 mts2
"(-10.740606126977596, -76.51339436076692)","Manuel Rodríguez 471
San Pedro de la Paz, Región del Biobío, 5029380",$4743.26 USD,---,3,oficinas,112.11 mts2
"(-9.375051591539613, -76.38254613952455)","Calle Javier Garrido 8710
Rengo, Región del Libertador General Bernardo O'Higgins, 5089240",$4311.56 USD,---,6,oficinas,191.97 mts2
"(-13.610327168978854, -73.77663364918598)","Psje. Lautaro 2093
Colina, Región Metropolitana, 3305400",$3704.15 USD,---,6,vivienda,600.79 mts2
"(-9.615191299915448, -75.24855092527912)","Ruta 5 Sur, km 239",$3513.33 USD,---,0,vivienda,1515.62 mts2
"(-9.698377815985346, -71.09907312004482)","Calle José Aguilera 21 Dpto. 2213
Pedro Aguirre Cerda, Región Metropolitana, 4549570",$4559.73 USD,---,7,vivienda,727.03 mts2
"(-9.40857661576152, -76.83477111310096)","Calle Antonio Varas 11
Cisnes, Región de Aysén del General Carlos Ibáñez del Campo",$4750.29 USD,---,2,oficinas,102.89 mts2
"(-9.435035113028396, -77.69130034436293)","Ronald Araneda 3961
Molina, Región del Maule, 9797720",$2878.38 USD,---,2,comercial,1135.08 mts2
"(-11.335899514443133, -76.30649132491084)","Calle Esmeralda 19
Camarones, Región de Arica y Parinacota",$2401.63 USD,---,8,comercial,901.67 mts2
"(-10.184560412352733, -74.83299150575493)","Gabriela Mistral 7093
Ránquil, Región de Ñuble, 9322210",$4321.93 USD,---,3,oficinas,972.26 mts2
"(-9.6703955932816, -70.98497824507373)","Calle Germán Contreras 108 Of. 1808
Lo Espejo, Región Metropolitana",$3379.41 USD,---,6,comercial,1759.94 mts2
"(-13.126359623813407, -72.964979351531)","Avda. Eusebio Lillo 737 Piso 7
Conchalí, Región Metropolitana, 7456480",$2174.59 USD,---,3,vivienda,882.04 mts2
"(-12.263347005894266, -77.49424695720029)","Gabriela Mistral 663 Piso 2
Dalcahue, Región de Los Lagos",$3066.84 USD,---,6,vivienda,1432.70 mts2
"(-10.641020805135293, -76.10680697390262)","Sara Casanova 305 Dpto. 70
Codegua, Región del Libertador General Bernardo O'Higgins, 6336060",$4407.79 USD,---,0,vivienda,202.08 mts2
"(-11.797023727439303, -72.84981499585832)","Calle Paulina Riveros 9560 Dpto. 884
Juan Fernández, Región de Valparaíso",$2094.37 USD,---,7,comercial,755.44 mts2
"(-10.436282669555466, -76.46159602553311)","Diana Zepeda 110
San Ramón, Región Metropolitana, 9324750",$2306.12 USD,---,1,oficinas,637.52 mts2
"(-11.032149122567732, -72.65873106824905)","Lucinda Mardones 57 Of. 1845
Freirina, Región de Atacama",$3162.11 USD,---,3,comercial,927.39 mts2
"(-9.137167976867474, -76.61589587799308)","Calle Los Calafates 65 Piso 6
Malloa, Región del Libertador General Bernardo O'Higgins, 3971650",$3316.65 USD,---,2,oficinas,541.49 mts2
"(-12.268452859506626, -77.39945626326259)","Paloma González 91 Piso 2
Isla de Maipo, Región Metropolitana",$2077.51 USD,---,3,comercial,869.00 mts2
"(-10.392736277652677, -73.73545285481526)","Ruta 5 Norte, km 527",$3261.12 USD,---,0,oficinas,333.28 mts2
"(-12.941465563472121, -76.59574177306237)","Calle Los Encinos 8975 Of. 939
Rauco, Región del Maule",$2583.78 USD,---,8,comercial,1345.09 mts2
"(-12.791237513946975, -77.82150725994569)","Avda. Eusebio Lillo 899 Of. 479
Maullín, Región de Los Lagos",$3173.28 USD,---,10,comercial,852.29 mts2
"(-11.435050319650916, -77.4443016670318)","Calle Nicol Vega 3 Piso 6
Alhué, Región Metropolitana",$3292.45 USD,---,9,oficinas,1846.33 mts2
"(-10.141751629537476, -76.83602929640703)","Santa María 8162 Of. 2454
Pucón, Región de La Araucanía",$2531.73 USD,---,6,comercial,1506.35 mts2
"(-9.231042247597761, -75.06608854000517)","Av. Sonia González 147 Dpto. 46
Buin, Región Metropolitana, 0960140",$2839.96 USD,---,8,oficinas,829.60 mts2
"(-8.066208214443217, -74.89798612004584)","Ruta U-934, km 4, Región de Atacama",$3054.76 USD,---,9,oficinas,1902.04 mts2
"(-10.229250625545323, -72.45074927662604)","Calle Los Cactus 2 Dpto. 6231
Castro, Región de Los Lagos, 7275230",$4136.37 USD,---,2,comercial,247.74 mts2
"(-12.263997199824356, -73.54587465779173)","Av. Baquedano 8839 Dpto. 82
Hualañé, Región del Maule, 1276070",$3995.64 USD,---,9,vivienda,1190.94 mts2
"(-9.41645360421884, -72.01097380319591)","Calle Graciela Lara 77 Dpto. 252
San Pedro de la Paz, Región del Biobío, 7430130",$3645.27 USD,---,3,comercial,684.27 mts2
"(-11.833503895356353, -76.60191868566191)","Avda. Esmeralda 4263
San Fernando, Región del Libertador General Bernardo O'Higgins",$2814.83 USD,---,8,oficinas,1053.38 mts2
"(-11.68363291225518, -74.30694861099282)","Ruta 761-CH, km 27, Región de Antofagasta",$4910.02 USD,---,0,comercial,1812.05 mts2
"(-9.952809503291865, -74.19363095114561)","Pedro Cerda 802 Of. 7798
Penco, Región del Biobío",$4685.77 USD,---,9,oficinas,1113.61 mts2
"(-11.773480338224587, -78.1565100330353)","Alberto Hurtado 9085 Piso 81
La Pintana, Región Metropolitana, 6688070",$3706.10 USD,---,4,comercial,1458.67 mts2
"(-11.059637408069872, -77.28566411076034)","Avda. Juan Valenzuela 885
Chillán, Región de Ñuble",$4173.42 USD,---,6,comercial,815.44 mts2
"(-12.156794709434935, -77.33667407103616)","Ruta U-411, km 9, Región de Antofagasta",$3278.06 USD,---,4,oficinas,1296.56 mts2
"(-10.793453799368981, -70.92712522168735)","Ruta U-433, km 6, Región Metropolitana",$3231.38 USD,---,7,comercial,1595.47 mts2
"(-10.188192912377833, -75.70475250104855)","Avda. María Acuña 5636
Lo Prado, Región Metropolitana, 7117880",$3096.37 USD,---,6,vivienda,1105.17 mts2
"(-10.994165332619419, -74.27717332144036)","Eliodoro Yáñez 49 Piso 44
Alto del Carmen, Región de Atacama",$2824.00 USD,---,6,comercial,1447.51 mts2
"(-11.090948929582682, -73.50384137606964)","Avenida Manuel Antonio Matta 2056 Piso 2
San Joaquín, Región Metropolitana",$3175.94 USD,---,0,oficinas,1665.09 mts2
"(-10.98272096289262, -73.03307426717772)","Calle Mercedes Reyes 37 Dpto. 420
Pichidegua, Región del Libertador General Bernardo O'Higgins, 9656750",$3923.37 USD,---,7,oficinas,782.38 mts2
"(-12.256792908504458, -75.61331704799295)","Irarrázabal 2 Of. 132
Vilcún, Región de La Araucanía, 4018130",$3154.48 USD,---,5,oficinas,1193.92 mts2
"(-11.516072909273602, -71.21004424844897)","Avda. Jessica Rebolledo 638
Calera de Tango, Región Metropolitana",$2235.46 USD,---,0,vivienda,1580.76 mts2
"(-9.338861858178317, -74.6377842314894)","Agustina Campos 335 Of. 6897
Molina, Región del Maule, 1621050",$3747.89 USD,---,4,comercial,1433.62 mts2
"(-9.87876175627349, -74.31917639129857)","David Toro 9410 Of. 3528
Iquique, Región de Tarapacá, 1866730",$4272.48 USD,---,1,comercial,1412.90 mts2
"(-11.390156167169012, -75.51339841210674)","Avenida Manuel Rodríguez 545 Dpto. 3924
Guaitecas, Región de Aysén del General Carlos Ibáñez del Campo",$4505.46 USD,---,4,comercial,919.87 mts2
"(-10.91124085438185, -75.24759006622298)","Calle Juan Mackenna 269
Requínoa, Región del Libertador General Bernardo O'Higgins, 5573850",$3894.43 USD,---,10,vivienda,640.46 mts2
"(-7.049381563424163, -74.73653366487757)","Calle Fernanda Castro 578 Piso 7
San Joaquín, Región Metropolitana",$2187.92 USD,---,3,comercial,725.75 mts2
"(-9.562621394391693, -77.77142759125933)","Isabel Romero 3359
Ollagüe, Región de Antofagasta",$3620.65 USD,---,6,vivienda,926.49 mts2
"(-10.714978484252855, -75.4622167812364)","Calle Las Mosquetas 5328 Dpto. 258
Castro, Región de Los Lagos, 5962130",$3842.33 USD,---,7,vivienda,68.49 mts2
"(-12.084210019210424, -75.40720231940352)","Arturo Prat 4682
La Granja, Región Metropolitana",$3269.08 USD,---,6,vivienda,1301.71 mts2
"(-10.631491232288825, -76.03996796797978)","Ruta T-39, km 10, Región de Coquimbo",$3768.67 USD,---,2,oficinas,1376.31 mts2
"(-10.621087328273514, -74.45215097520062)","Camino Los Girasoles 1365
Llanquihue, Región de Los Lagos, 3569740",$3068.00 USD,---,5,vivienda,83.87 mts2
"(-9.46352679179493, -75.89653422858805)","Claudio Montenegro 457 Dpto. 73
Ninhue, Región de Ñuble, 0129690",$2394.51 USD,---,2,oficinas,422.45 mts2
"(-12.387506391728866, -73.82540983230211)","Los Copihues 610 Dpto. 77
Puyehue, Región de Los Lagos, 1566050",$3215.29 USD,---,5,oficinas,870.65 mts2
"(-10.229083755556797, -74.6493517848282)","Las Rosas 7492
Machalí, Región del Libertador General Bernardo O'Higgins, 1888370",$4378.78 USD,---,8,comercial,893.21 mts2
"(-10.433248379772206, -76.236293983022)","Los Lirios 491
Calbuco, Región de Los Lagos",$3617.41 USD,---,6,oficinas,1084.94 mts2
"(-10.674932046201882, -76.7592787390294)","Calle Ricardo Sepúlveda 99 Dpto. 18
Constitución, Región del Maule",$3239.05 USD,---,9,comercial,471.71 mts2
"(-10.833141360205605, -78.06236701699478)","Ruta 5 Norte, km 652",$2428.28 USD,---,6,vivienda,34.49 mts2
"(-9.911319815216961, -74.24921708548457)","Avenida Los Alerces 12 Dpto. 62
Guaitecas, Región de Aysén del General Carlos Ibáñez del Campo, 8618520",$2361.21 USD,---,10,comercial,176.00 mts2
"(-8.8191952584693, -76.79674722540184)","Daniela Cisternas 34
Recoleta, Región Metropolitana, 6338130",$3875.80 USD,---,7,oficinas,673.00 mts2
"(-10.689126153371049, -75.2943583118415)","Las Maravillas 43 Of. 1515
Buin, Región Metropolitana",$2967.82 USD,---,7,comercial,1572.00 mts2
"(-12.167293486337394, -73.18373259802328)","Ruta 5 Sur, km 461",$3274.71 USD,---,6,oficinas,1749.88 mts2
"(-11.005581401853057, -76.20076456525847)","Ruta U-189, km 33, Región del Biobío",$4881.25 USD,---,7,comercial,1825.52 mts2
"(-11.268040896745381, -77.07936190735688)","Los Copihues 4245 Dpto. 201
Puerto Octay, Región de Los Lagos, 5966760",$3076.56 USD,---,0,oficinas,578.53 mts2
"(-11.894667410282253, -76.0685347169093)","Calle Los Tilos 970
Antártica, Región de Magallanes y de la Antártica Chilena, 7558110",$2198.07 USD,---,6,vivienda,1135.34 mts2
"(-10.148150083385527, -73.94102175494399)","Los Aromos 38
Molina, Región del Maule, 7383660",$3309.81 USD,---,0,oficinas,768.42 mts2
"(-10.045426781164913, -77.6842291718255)","Av. Las Lilas 47 Of. 9649
Rauco, Región del Maule",$4939.89 USD,---,4,vivienda,1513.66 mts2
"(-9.214869383319847, -78.24063735622359)","Calle Luis Urrutia 109 Dpto. 4202
Quinchao, Región de Los Lagos, 3300260",$2277.83 USD,---,2,vivienda,1150.88 mts2
"(-8.98162647150252, -75.67375718576376)","Gabriela Mistral 299 Piso 9
Longaví, Región del Maule",$3619.53 USD,---,8,vivienda,1256.35 mts2
"(-10.24940021718128, -76.32006152641571)","Calle Nicol Díaz 92
La Reina, Región Metropolitana, 8663370",$2048.91 USD,---,8,vivienda,1038.46 mts2
"(-9.7314779312627, -76.24773854148252)","Ramón Carnicer 1175 Of. 143
Pedro Aguirre Cerda, Región Metropolitana",$2773.35 USD,---,3,comercial,786.15 mts2
"(-7.8528030404057825, -78.22811673587827)","Ruta 5 Norte, km 821",$3975.94 USD,---,8,vivienda,1652.06 mts2
"(-10.156998527481083, -74.23638143543262)","Avda. Sandra Araya 3171
Empedrado, Región del Maule",$3039.01 USD,---,9,oficinas,1885.55 mts2
"(-12.920469447779992, -77.58107764042552)","Calle Arturo Prat 2883 Of. 694
Río Bueno, Región de Los Ríos",$3537.41 USD,---,9,comercial,597.41 mts2
"(-11.886780074244742, -74.17875326554973)","Av. Ian Tapia 762
Curacaví, Región Metropolitana",$4573.24 USD,---,9,oficinas,45.49 mts2
"(-9.21468609364122, -74.3882971876087)","Ruta U-651, km 24, Región de La Araucanía",$4420.35 USD,---,0,comercial,1947.30 mts2
"(-9.476832229633814, -77.18191407724521)","Av. Las Manzanillas 52 Of. 8687
Cochamó, Región de Los Lagos",$4168.71 USD,---,8,oficinas,373.76 mts2
"(-9.522177337355263, -72.81959812827871)","Los Copihues 42
Cabo de Hornos, Región de Magallanes y de la Antártica Chilena, 3609860",$4141.33 USD,---,0,vivienda,901.73 mts2
"(-12.268492290488116, -71.01734865268473)","Calle Enrique Mac Iver 2879 Dpto. 4563
Teno, Región del Maule, 2323030",$3067.99 USD,---,9,vivienda,1286.02 mts2
"(-10.897634243278093, -74.53310787046041)","Ruta 5 Sur, km 117",$4830.80 USD,---,7,vivienda,498.68 mts2
"(-10.191742719292954, -77.87702948934039)","Alonso de Ercilla 643 Of. 2312
Puyehue, Región de Los Lagos",$2098.17 USD,---,7,comercial,76.94 mts2
"(-10.073474309693632, -76.52581239170351)","Psje. Los Cactus 5366
Porvenir, Región de Magallanes y de la Antártica Chilena",$2060.88 USD,---,10,oficinas,693.00 mts2
"(-8.852018641588264, -73.391911728821)","Violeta Leiva 33 Dpto. 429
Huara, Región de Tarapacá, 7329570",$3468.10 USD,---,2,comercial,1477.76 mts2
"(-9.736435723048082, -71.7537850994766)","Ruta 973-CH, km 25, Región de Arica y Parinacota",$3309.89 USD,---,10,oficinas,988.52 mts2
"(-10.034750997857717, -75.5728776361369)","Avenida Marcela Alvarado 7951
Santo Domingo, Región de Valparaíso",$2308.62 USD,---,6,oficinas,661.86 mts2
"(-9.875806873763485, -72.92331586268988)","Calle Lourdes Díaz 653
El Tabo, Región de Valparaíso",$2089.48 USD,---,6,vivienda,915.95 mts2
"(-11.604587709560048, -74.86830733599041)","Avda. Gabriela Mistral 746
Quilaco, Región del Biobío, 6883580",$2448.43 USD,---,1,comercial,449.60 mts2
"(-9.412165270546657, -74.14007785542762)","Calle Los Palmitos 6164 Of. 1258
Coronel, Región del Biobío",$2538.33 USD,---,4,comercial,884.63 mts2
"(-9.030315264657169, -77.26595380139378)","Ruta 5 Norte, km 721",$3332.88 USD,---,3,oficinas,1828.22 mts2
"(-9.476060574804631, -72.14097750221056)","Benjamín Peña 1213
La Ligua, Región de Valparaíso, 0229620",$4686.93 USD,---,10,oficinas,72.27 mts2
"(-10.501387340423259, -77.62152793930989)","Av. Kimberly Quiroz 524
Chile Chico, Región de Aysén del General Carlos Ibáñez del Campo, 4267410",$4364.94 USD,---,8,comercial,25.42 mts2
"(-9.713254619742395, -77.50305587408755)","Las Maravillas 546
Padre Las Casas, Región de La Araucanía",$2334.23 USD,---,1,vivienda,1349.42 mts2
"(-10.927246711108761, -74.34174419486835)","Caupolicán 506
María Pinto, Región Metropolitana",$2111.55 USD,---,7,comercial,1840.15 mts2
"(-11.174299100040098, -75.87758507029464)","Gilberto Vilches 8751
Olmué, Región de Valparaíso",$2008.78 USD,---,0,vivienda,1717.05 mts2
"(-11.463669921194194, -72.01169092338277)","Calle Las Rosas 19 Of. 8024
Cobquecura, Región de Ñuble",$4140.57 USD,---,6,oficinas,1678.34 mts2
"(-9.360796550166826, -76.45844167017208)","Avda. Las Mandarinas 8095 Piso 0
Litueche, Región del Libertador General Bernardo O'Higgins, 1947180",$4462.67 USD,---,1,vivienda,528.18 mts2
"(-8.280610590327361, -77.93843675372992)","Calle Paula Jaraquemada 6388 Dpto. 768
Juan Fernández, Región de Valparaíso, 3805380",$2655.02 USD,---,10,vivienda,666.59 mts2
"(-13.186809779736693, -73.13464661542571)","Avda. Roberto Araya 31 Piso 52
Tiltil, Región Metropolitana, 7609550",$3342.42 USD,---,5,comercial,944.41 mts2
"(-9.256156087633558, -69.32766284783924)","Av. Santa Rosa 6 Dpto. 503
Antártica, Región de Magallanes y de la Antártica Chilena",$2417.23 USD,---,9,comercial,957.81 mts2
"(-9.604807848322325, -75.93305799211163)","Calle Los Aromos 471
San Carlos, Región de Ñuble, 7491920",$3163.39 USD,---,7,comercial,1577.93 mts2
"(-10.493677078329528, -74.61166365650433)","Avenida Diego Barros Arana 10
Huasco, Región de Atacama, 8829910",$3456.24 USD,---,3,vivienda,166.87 mts2
"(-10.098115440417093, -75.34139454495853)","Avda. Manuel Rodríguez 43
San Joaquín, Región Metropolitana",$3872.43 USD,---,4,vivienda,458.62 mts2
"(-10.997276243866736, -72.93298125475306)","José de San Martín 955
Santiago, Región Metropolitana",$3261.68 USD,---,4,oficinas,1902.26 mts2
"(-8.503189599014197, -72.4688721032628)","Sebastián Toledo 109
Huasco, Región de Atacama",$2860.85 USD,---,10,oficinas,126.40 mts2
"(-9.287521860653053, -77.12759488707322)","Calle Ramón Barros Luco 9604 Piso 6
Hualqui, Región del Biobío",$4674.04 USD,---,8,oficinas,54.13 mts2
"(-12.23158252234928, -77.17327730689125)","Ruta T-32, km 1, Región de Magallanes y de la Antártica Chilena",$4523.01 USD,---,7,oficinas,863.31 mts2
"(-11.533921243918371, -74.30307863349525)","Ruta U-396, km 22, Región de Coquimbo",$3992.72 USD,---,1,comercial,971.08 mts2
"(-13.305744618872442, -73.22933860064842)","Ruta T-19, km 29, Región de Tarapacá",$2300.49 USD,---,7,comercial,1204.63 mts2
"(-13.356403667525138, -77.22930629973283)","Ruta 5 Norte, km 130",$3370.68 USD,---,2,vivienda,1601.23 mts2
"(-11.528703203571478, -73.6110379294311)","Ruta 5 Sur, km 329",$2187.43 USD,---,9,comercial,1656.18 mts2
"(-9.005554587169485, -72.9618350832424)","Calle Barros Luco 56 Of. 354
Panquehue, Región de Valparaíso, 9099360",$4348.87 USD,---,1,oficinas,323.44 mts2
"(-9.263730517405582, -75.74229071293638)","Lautaro 6414
Quilleco, Región del Biobío",$4204.07 USD,---,10,vivienda,1228.10 mts2
"(-10.653163211107495, -73.95155188260142)","Los Alerces 963 Dpto. 276
Cauquenes, Región del Maule",$3846.94 USD,---,4,vivienda,1164.52 mts2
"(-10.693925380212438, -76.95721862701524)","Miguel Aburto 7209
Valdivia, Región de Los Ríos",$3684.68 USD,---,1,oficinas,676.57 mts2
"(-9.326833749016442, -77.33569102008764)","Arturo Prat 107
Mejillones, Región de Antofagasta, 2804120",$2335.61 USD,---,1,oficinas,1693.32 mts2
"(-12.265912047488706, -72.1067113602085)","Catalina León 326
Traiguén, Región de La Araucanía",$3812.44 USD,---,8,comercial,172.13 mts2
"(-11.603643449176898, -73.66037753949016)","Felipe Fuentes 7725
Placilla, Región del Libertador General Bernardo O'Higgins, 1778990",$2449.65 USD,---,10,oficinas,175.42 mts2
"(-11.38758931654804, -75.57574273706695)","Calle Yanet Serrano 35
Tocopilla, Región de Antofagasta, 9353660",$4482.76 USD,---,7,vivienda,942.31 mts2
"(-11.466742995530037, -74.797249091602)","Emilia Araya 9698
Providencia, Región Metropolitana",$2498.15 USD,---,8,comercial,350.66 mts2
"(-10.131847226556403, -71.0389994153054)","Las Maravillas 994
Saavedra, Región de La Araucanía, 9134750",$2110.72 USD,---,10,comercial,283.28 mts2
"(-7.458723361356843, -75.85480296933854)","Av. Elsa López 5786 Piso 94
Pica, Región de Tarapacá, 0130010",$3973.10 USD,---,3,vivienda,1704.45 mts2
"(-9.678470654834817, -73.50297859137773)","Calle Ismael Álvarez 1611 Of. 2619
Antuco, Región del Biobío, 3852540",$2201.51 USD,---,3,comercial,196.66 mts2
"(-11.303555176911239, -74.15250853920878)","Calle Las Rosas 1328
El Tabo, Región de Valparaíso",$3359.43 USD,---,8,oficinas,1179.49 mts2
"(-9.497100278672107, -71.23465570594585)","Calle Los Copihues 55
Licantén, Región del Maule",$2065.50 USD,---,7,oficinas,1391.12 mts2
"(-8.282775417766388, -72.11473542804609)","Calle Paula Jaraquemada 637
Quintero, Región de Valparaíso, 2019340",$2295.40 USD,---,0,oficinas,1411.64 mts2
"(-10.00785782277213, -75.64902140117725)","Los Carrera 8843 Piso 55
Futaleufú, Región de Los Lagos",$3479.26 USD,---,4,comercial,892.91 mts2
"(-7.9926718226247, -74.30287789830636)","Ruta 5 Sur, km 250",$3371.62 USD,---,5,vivienda,1600.31 mts2
"(-12.91804243243073, -74.62212758564016)","Av. Los Tilos 5203 Of. 7527
Pedro Aguirre Cerda, Región Metropolitana",$4686.72 USD,---,4,vivienda,1078.95 mts2
"(-9.492855820250705, -73.96519699972751)","Calle Caupolicán 688
Maipú, Región Metropolitana, 1243910",$2218.71 USD,---,8,vivienda,1013.15 mts2
"(-11.395106744104131, -73.13472523697988)","Ruta 5 Sur, km 544",$2919.29 USD,---,4,vivienda,256.67 mts2
"(-11.407987085259862, -75.39566035199445)","Avenida José Victorino Lastarria 793
Salamanca, Región de Coquimbo",$4110.43 USD,---,9,oficinas,1015.79 mts2
"(-9.114850510504203, -72.73401620634853)","Ruta 430-CH, km 10, Región de Antofagasta",$4806.20 USD,---,9,vivienda,207.36 mts2
"(-9.981053778010041, -75.32587470150646)","Ruta U-426, km 23, Región del Maule",$4508.98 USD,---,6,comercial,89.82 mts2
"(-8.451669647864179, -72.56963186740195)","Lastarria 5254
Máfil, Región de Los Ríos",$3739.09 USD,---,7,vivienda,1068.46 mts2
"(-10.198895240995947, -74.4327589082658)","Los Palmitos 1420 Of. 7876
Nacimiento, Región del Biobío, 9046210",$3571.18 USD,---,1,oficinas,403.73 mts2
"(-10.70414304565045, -78.03978851498896)","Av. Francisco Salinas 645
Linares, Región del Maule, 9880080",$3822.23 USD,---,7,vivienda,1494.13 mts2
